geneID	txID	gene	transcript
gene-Sidt1	rna-NM_001159419	1	NA
gene-Sidt1	rna-NM_198034	1	NA
gene-Spice1	rna-XR_004939177	0.686087413846069	NA
gene-Spice1	rna-NM_001416917	0.686087413846069	NA
gene-Spice1	rna-XM_030249036	0.686087413846069	NA
gene-Cfap44	rna-XR_003951772	0.28321331096221	NA
gene-Cfap44	rna-XR_003951774	0.28321331096221	NA
gene-Cfap44	rna-XR_003951777	0.28321331096221	NA
gene-Cfap44	rna-XR_003951776	0.28321331096221	NA
gene-Cfap44	rna-XM_006521967	0.28321331096221	NA
gene-Cfap44	rna-XM_017316924	0.28321331096221	NA
gene-Nepro	rna-NM_001416873	1	NA
gene-Nepro	rna-NM_145972	1	NA
gene-Gtpbp8	rna-NM_001356392	1	NA
gene-Gtpbp8	rna-NM_025332	1	NA
gene-Ccdc80	rna-XM_006522498	1	NA
gene-Ccdc80	rna-XM_006522499	1	NA
gene-Ccdc80	rna-NM_026439	1	NA
gene-Slc35a5	rna-NM_001356453	1	NA
gene-Slc35a5	rna-NM_028756	1	NA
gene-LOC118568281	rna-XM_036160221	1	NA
gene-LOC118568281	rna-XM_036160224	1	NA
gene-Cd200	rna-NM_001358443	1	NA
gene-Cd200	rna-NM_010818	1	NA
gene-Tmprss7	rna-XM_017316909	1	NA
gene-Tmprss7	rna-XM_017316907	1	NA
gene-Tmprss7	rna-XM_006521917	1	NA
gene-Tmprss7	rna-NM_172455	1	NA
gene-Tmprss7	rna-XR_384541	1	NA
gene-Abhd10	rna-NM_001272070	1	NA
gene-Abhd10	rna-NM_001384221	1	NA
gene-Abhd10	rna-NM_172511	1	NA
gene-Abhd10	rna-NR_169117	1	NA
gene-Abhd10	rna-XM_036159869	1	NA
gene-Phldb2	rna-NM_153412	0.236712592544422	NA
gene-Phldb2	rna-XM_036159844	0.236712592544422	NA
gene-Phldb2	rna-XM_036159841	0.236712592544422	NA
gene-Phldb2	rna-XM_006521924	0.236712592544422	NA
gene-Nectin3	rna-XR_003951811	1	NA
gene-Nectin3	rna-XR_001781847	1	NA
gene-Nectin3	rna-XM_030249225	1	NA
gene-Nectin3	rna-NM_021495	1	NA
gene-Dzip3	rna-NM_001110017	0.491248228356088	NA
gene-Dzip3	rna-NM_001356425	0.491248228356088	NA
gene-Dzip3	rna-XM_030249091	0.491248228356088	NA
gene-Dzip3	rna-XM_017316967	0.491248228356088	NA
gene-Cip2a	rna-NM_172616	0.500990928935384	NA
gene-Cip2a	rna-XM_006522092	0.500990928935384	NA
gene-Cd47	rna-NM_010581	0.389726370582647	NA
gene-Cd47	rna-NM_001368416	0.389726370582647	NA
gene-Cd47	rna-NM_001368418	0.389726370582647	NA
gene-Bbx	rna-NM_027444	0.654761800524659	NA
gene-Bbx	rna-XM_030249281	0.654761800524659	NA
gene-Bbx	rna-XM_017317130	0.654761800524659	NA
gene-Bbx	rna-XM_006522546	0.654761800524659	NA
gene-Bbx	rna-XM_011246009	0.654761800524659	NA
gene-Alcam	rna-NM_001331110	1	NA
gene-Alcam	rna-NM_009655	1	NA
gene-Nfkbiz	rna-NM_001159394	1	NA
gene-Nfkbiz	rna-NM_001159395	1	NA
gene-Nxpe3	rna-NM_001134457	1	NA
gene-Nxpe3	rna-XM_011245942	1	NA
gene-Nxpe3	rna-XM_006522325	1	NA
gene-Nxpe3	rna-XM_030249167	1	NA
gene-Pcnp	rna-XM_036160175	0.316381210979707	NA
gene-Pcnp	rna-NM_001024622	0.316381210979707	NA
gene-Senp7	rna-XM_030249232	0.526580460007099	NA
gene-Senp7	rna-XM_017317111	0.526580460007099	NA
gene-Senp7	rna-XM_036160088	0.526580460007099	NA
gene-Senp7	rna-NM_001003973	0.526580460007099	NA
gene-Senp7	rna-NM_025483	0.526580460007099	NA
gene-Impg2	rna-XM_017316971	1	NA
gene-Impg2	rna-NM_174876	1	NA
gene-Impg2	rna-XM_036159902	1	NA
gene-Tfg	rna-NM_001357125	0.89488073345082	NA
gene-Tfg	rna-NM_001357126	0.89488073345082	NA
gene-Tfg	rna-NM_019678	0.89488073345082	NA
gene-Tbc1d23	rna-NM_001358434	0.131885991007198	NA
gene-Tbc1d23	rna-XM_036160100	0.131885991007198	NA
gene-Tbc1d23	rna-NM_001358433	0.131885991007198	NA
gene-Tbc1d23	rna-NM_026254	0.131885991007198	NA
gene-Tmem30c	rna-NM_027651	1	NA
gene-Tmem30c	rna-XM_030249283	1	NA
gene-Dcbld2	rna-XM_011246022	0.566523795854516	NA
gene-Dcbld2	rna-XR_004939246	0.566523795854516	NA
gene-Dcbld2	rna-XR_004939247	0.566523795854516	NA
gene-Dcbld2	rna-NM_001356484	0.566523795854516	NA
gene-Dcbld2	rna-NM_028523	0.566523795854516	NA
gene-St3gal6	rna-NM_001403133	1	NA
gene-St3gal6	rna-NM_018784	1	NA
gene-St3gal6	rna-NM_001357435	1	NA
gene-Cldnd1	rna-NM_001252450	0.520825252294867	NA
gene-Cldnd1	rna-NM_171826	0.520825252294867	NA
gene-Cldnd1	rna-NR_045517	0.520825252294867	NA
gene-Riox2	rna-XR_003951822	0.626224613178531	NA
gene-Riox2	rna-NM_025910	0.626224613178531	NA
gene-Crybg3	rna-XM_036159903	1	NA
gene-Crybg3	rna-NM_174848	1	NA
gene-Arl6	rna-NM_001347244	1	NA
gene-Arl6	rna-NM_019665	1	NA
gene-Epha6	rna-XM_006521787	0.56010541640693	NA
gene-Epha6	rna-NM_007938	0.56010541640693	NA
gene-Epha6	rna-XM_011245826	0.56010541640693	NA
gene-Nsun3	rna-NM_178925	0.855924055863148	NA
gene-Nsun3	rna-NR_185018	0.855924055863148	NA
gene-Nsun3	rna-NR_185019	0.855924055863148	NA
gene-Nsun3	rna-XM_036159728	0.855924055863148	NA
gene-Pros1	rna-NM_011173	0.702783028390634	NA
gene-Pros1	rna-XM_011245843	0.702783028390634	NA
gene-4930453N24Rik	rna-XM_006522489	1	NA
gene-4930453N24Rik	rna-NM_026273	1	NA
gene-Zfp654	rna-NM_001347245	0.418047868514887	NA
gene-Zfp654	rna-XR_003951833	0.418047868514887	NA
gene-Zfp654	rna-XM_011246018	0.418047868514887	NA
gene-Cggbp1	rna-NM_001357416	1	NA
gene-Cggbp1	rna-NM_178647	1	NA
gene-Vgll3	rna-NM_001368760	1	NA
gene-Vgll3	rna-NM_028572	1	NA
gene-Cadm2	rna-XM_036159923	0.696712231187478	NA
gene-Cadm2	rna-XM_036159924	0.696712231187478	NA
gene-Cadm2	rna-XM_011246129	0.696712231187478	NA
gene-Cadm2	rna-NM_178721	0.696712231187478	NA
gene-Robo1	rna-NM_001415010	1	NA
gene-Robo1	rna-XM_030249003	1	NA
gene-Robo1	rna-NM_019413	1	NA
gene-Robo2	rna-NM_001358494	0.455340213341646	NA
gene-Robo2	rna-NM_001415036	0.455340213341646	NA
gene-Robo2	rna-NM_175549	0.455340213341646	NA
gene-Robo2	rna-NM_001358492	0.455340213341646	NA
gene-Robo2	rna-XM_030249140	0.455340213341646	NA
gene-Nrip1	rna-NM_173440	1	NA
gene-Nrip1	rna-XM_006523050	1	NA
gene-Nrip1	rna-NM_001358238	1	NA
gene-9430053O09Rik	rna-XR_003951960	1	NA
gene-9430053O09Rik	rna-XR_003951959	1	NA
gene-9430053O09Rik	rna-XR_004939279	1	NA
gene-9430053O09Rik	rna-XR_004939281	1	NA
gene-9430053O09Rik	rna-XR_384978	1	NA
gene-Btg3	rna-NM_009770	1	NA
gene-Btg3	rna-NM_001297747	1	NA
gene-D16Ertd472e	rna-NM_001252438	0.002796116536202	0.000441719871889652
gene-D16Ertd472e	rna-NM_001252439	0.002796116536202	1
gene-D16Ertd472e	rna-NM_025967	0.002796116536202	1
gene-Chodl	rna-XM_006523030	0.986751072829243	NA
gene-Chodl	rna-XM_006523032	0.986751072829243	NA
gene-Chodl	rna-NM_139134	0.986751072829243	NA
gene-Ncam2	rna-XM_036159815	0.000910547987348079	0
gene-Ncam2	rna-NM_001113208	0.000910547987348079	0
gene-Mrpl39	rna-NM_001384095	0.355021261574414	NA
gene-Mrpl39	rna-NM_017404	0.355021261574414	NA
gene-Jam2	rna-NM_023844	1	NA
gene-Jam2	rna-XM_006523075	1	NA
gene-Atp5pf	rna-NM_001302214	0.636320692087857	NA
gene-Atp5pf	rna-NM_001302215	0.636320692087857	NA
gene-Atp5pf	rna-NM_016755	0.636320692087857	NA
gene-Gabpa	rna-NM_001416807	0	0.00296905803124504
gene-Gabpa	rna-NM_008065	0	1.36025460584038e-21
gene-Gabpa	rna-XR_876129	0	1
gene-Cyyr1	rna-NM_144853	0.371989038626593	NA
gene-Cyyr1	rna-XM_006523005	0.371989038626593	NA
gene-Adamts5	rna-NM_011782	1	NA
gene-Adamts5	rna-XM_036159912	1	NA
gene-N6amt1	rna-NM_001159331	0.367043599611892	NA
gene-N6amt1	rna-NM_026366	0.367043599611892	NA
gene-Ltn1	rna-NM_001081068	1	NA
gene-Ltn1	rna-XM_036160183	1	NA
gene-Ltn1	rna-XR_384950	1	NA
gene-Usp16	rna-XM_006523101	1	NA
gene-Usp16	rna-NM_024258	1	NA
gene-Usp16	rna-XM_036160158	1	NA
gene-Usp16	rna-XM_036160159	1	NA
gene-Usp16	rna-XM_036160160	1	NA
gene-Grik1	rna-NM_010348	0.432862660629784	NA
gene-Grik1	rna-NM_146072	0.432862660629784	NA
gene-Grik1	rna-XR_384929	0.432862660629784	NA
gene-Grik1	rna-NM_001346964	0.432862660629784	NA
gene-Gm33207	rna-XR_003951873	1	NA
gene-Gm33207	rna-XR_385024	1	NA
gene-Tiam1	rna-NM_001145887	0.001970697984228	0.000293358478179664
gene-Tiam1	rna-XM_006522983	0.001970697984228	1
gene-Tiam1	rna-NM_001426932	0.001970697984228	0.0062235128271553
gene-Scaf4	rna-XM_017316972	0.926426809404096	NA
gene-Scaf4	rna-NM_001346799	0.926426809404096	NA
gene-Scaf4	rna-NM_001417088	0.926426809404096	NA
gene-Scaf4	rna-NM_001417091	0.926426809404096	NA
gene-Scaf4	rna-NM_178923	0.926426809404096	NA
gene-Hunk	rna-XR_384941	0.522729280098376	NA
gene-Hunk	rna-NM_015755	0.522729280098376	NA
gene-Urb1	rna-NM_029497	0.622651273294663	NA
gene-Urb1	rna-XM_006522977	0.622651273294663	NA
gene-Synj1	rna-XM_006522846	2.91262440880192e-08	0.00360577791596628
gene-Synj1	rna-XM_030248905	2.91262440880192e-08	1
gene-Synj1	rna-NM_001045515	2.91262440880192e-08	0.720466484775606
gene-Synj1	rna-NM_001405394	2.91262440880192e-08	1
gene-Synj1	rna-NM_001405403	2.91262440880192e-08	4.93730036959434e-09
gene-Paxbp1	rna-NM_026110	1	NA
gene-Paxbp1	rna-NR_152264	1	NA
gene-Olig2	rna-XM_036160000	1	NA
gene-Olig2	rna-NM_016967	1	NA
gene-Ifnar2	rna-NM_001110498	1	NA
gene-Ifnar2	rna-NM_010509	1	NA
gene-Ifnar2	rna-NM_001347258	1	NA
gene-Ifnar2	rna-XM_011246100	1	NA
gene-Dnajc28	rna-NM_001099738	1	NA
gene-Dnajc28	rna-NM_138664	1	NA
gene-Gart	rna-NM_001357351	1	NA
gene-Gart	rna-NM_010256	1	NA
gene-Son	rna-NM_019973	1	NA
gene-Son	rna-NM_178880	1	NA
gene-Itsn1	rna-XM_006522934	0.0236034365362647	0
gene-Itsn1	rna-NM_001110275	0.0236034365362647	0
gene-Setd4	rna-XM_011246121	1	NA
gene-Setd4	rna-NM_001417122	1	NA
gene-Setd4	rna-NR_184424	1	NA
gene-Setd4	rna-XR_003951787	1	NA
gene-Dop1b	rna-NM_027293	1	NA
gene-Dop1b	rna-XM_006523080	1	NA
gene-Dop1b	rna-XR_003951828	1	NA
gene-Chaf1b	rna-NM_001419179	0.0870638573738275	NA
gene-Chaf1b	rna-NM_028083	0.0870638573738275	NA
gene-Hlcs	rna-NM_001360045	1	NA
gene-Hlcs	rna-NM_139145	1	NA
gene-Hlcs	rna-XM_030248920	1	NA
gene-Pigp	rna-NM_001159619	1	NA
gene-Pigp	rna-NM_001159618	1	NA
gene-Ttc3	rna-XM_006523000	0.994707261273528	NA
gene-Ttc3	rna-XM_006522996	0.994707261273528	NA
gene-Ttc3	rna-XM_006522985	0.994707261273528	NA
gene-Dyrk1a	rna-NM_001347731	0.992294511342313	NA
gene-Dyrk1a	rna-NM_001402791	0.992294511342313	NA
gene-Dyrk1a	rna-NM_007890	0.992294511342313	NA
gene-Dyrk1a	rna-XM_036159775	0.992294511342313	NA
gene-Kcnj6	rna-XM_011246104	1	NA
gene-Kcnj6	rna-XR_004939169	1	NA
gene-Kcnj6	rna-NM_001025584	1	NA
gene-Erg	rna-NM_001302153	0.859522717205449	NA
gene-Erg	rna-NM_001302154	0.859522717205449	NA
gene-Erg	rna-XM_030248972	0.859522717205449	NA
gene-Brwd1	rna-XR_004939257	1	NA
gene-Brwd1	rna-NM_176928	1	NA
gene-B3galt5	rna-NM_001358390	0.673761089050055	NA
gene-B3galt5	rna-NM_033149	0.673761089050055	NA
gene-Dscam	rna-XM_006522886	0.659518434586886	NA
gene-Dscam	rna-XM_006522887	0.659518434586886	NA
gene-Dscam	rna-XM_036159773	0.659518434586886	NA
gene-Dscam	rna-XM_036159771	0.659518434586886	NA
gene-Dscam	rna-XR_003951753	0.659518434586886	NA
gene-Prdm15	rna-NM_001359077	0.564162567419405	NA
gene-Prdm15	rna-NM_001359078	0.564162567419405	NA
gene-Prdm15	rna-NM_001403426	0.564162567419405	NA
gene-Prdm15	rna-NM_001403427	0.564162567419405	NA
gene-Prdm15	rna-NM_001403428	0.564162567419405	NA
gene-Prdm15	rna-NM_001403429	0.564162567419405	NA
gene-Prdm15	rna-NM_001403432	0.564162567419405	NA
gene-Prdm15	rna-NR_175377	0.564162567419405	NA
gene-Prdm15	rna-XM_006522866	0.564162567419405	NA
gene-C2cd2	rna-NM_174847	1	NA
gene-C2cd2	rna-XM_011246111	1	NA
gene-Zbtb21	rna-XM_030248923	1	NA
gene-Zbtb21	rna-XM_006522861	1	NA
gene-Zbtb21	rna-NM_001081684	1	NA
gene-Zbtb21	rna-NM_001081685	1	NA
gene-Zbtb21	rna-NM_175428	1	NA
gene-B230307C23Rik	rna-XM_030249112	1	NA
gene-B230307C23Rik	rna-NM_001362093	1	NA
gene-B230307C23Rik	rna-NM_001362097	1	NA
gene-B230307C23Rik	rna-NM_001377009	1	NA
gene-Tiam2	rna-NM_001122998	0.000858413247329558	0.000109526942418131
gene-Tiam2	rna-XM_006523231	0.000858413247329558	0.417549547888912
gene-Tiam2	rna-NM_001286758	0.000858413247329558	0.315639035431332
gene-Tfb1m	rna-XM_036160510	1	NA
gene-Tfb1m	rna-NM_146074	1	NA
gene-Zdhhc14	rna-XM_036160507	1	NA
gene-Zdhhc14	rna-NM_146073	1	NA
gene-Zdhhc14	rna-XM_017317407	1	NA
gene-Snx9	rna-NM_025664	0.948403203849848	NA
gene-Snx9	rna-XM_030249990	0.948403203849848	NA
gene-Synj2	rna-NM_001113352	0.7672438632783	NA
gene-Synj2	rna-NM_001357667	0.7672438632783	NA
gene-Serac1	rna-NM_001111017	1	NA
gene-Serac1	rna-NM_177311	1	NA
gene-Serac1	rna-XR_003952135	1	NA
gene-Serac1	rna-XR_004939541	1	NA
gene-Serac1	rna-XR_004939542	1	NA
gene-Tulp4	rna-XM_030250035	6.28057808632402e-06	0.804036577186906
gene-Tulp4	rna-XM_030250032	6.28057808632402e-06	9.69246643862234e-07
gene-Tulp4	rna-NM_001103181	6.28057808632402e-06	1
gene-Tulp4	rna-NM_054040	6.28057808632402e-06	1
gene-Tmem181a	rna-NM_001357884	0.0142880481971667	0
gene-Tmem181a	rna-NM_001033178	0.0142880481971667	0
gene-Dynlt1f	rna-NM_001199948	1	NA
gene-Dynlt1f	rna-NM_001166627	1	NA
gene-Rps6ka2	rna-XM_006523201	1	NA
gene-Rps6ka2	rna-NM_011299	1	NA
gene-Fndc1	rna-NM_001403751	1	NA
gene-Fndc1	rna-NM_001403752	1	NA
gene-Gm1604a	rna-NR_168939	1	NA
gene-Gm1604a	rna-NR_168937	1	NA
gene-Sft2d1	rna-NM_001357890	1	NA
gene-Sft2d1	rna-NM_134114	1	NA
gene-Sft2d1	rna-XM_011246185	1	NA
gene-Prr18	rna-XM_036160644	0.882068852957239	NA
gene-Prr18	rna-NM_001399587	0.882068852957239	NA
gene-Prr18	rna-NM_178774	0.882068852957239	NA
gene-Pde10a	rna-XM_006523323	1	NA
gene-Pde10a	rna-NM_011866	1	NA
gene-Gm34883	rna-XR_004939649	0.977182932446121	NA
gene-Gm34883	rna-XR_003952248	0.977182932446121	NA
gene-Qki	rna-NM_001159517	0.665158707696698	NA
gene-Qki	rna-NM_001159516	0.665158707696698	NA
gene-Qki	rna-NM_021881	0.665158707696698	NA
gene-Prkn	rna-XR_004939550	0.183014673226575	NA
gene-Prkn	rna-NM_016694	0.183014673226575	NA
gene-Prkn	rna-XM_006523339	0.183014673226575	NA
gene-Map3k4	rna-NM_011948	0.361276615702885	NA
gene-Map3k4	rna-NM_001357722	0.361276615702885	NA
gene-Map3k4	rna-XM_030249820	0.361276615702885	NA
gene-Mrpl18	rna-NM_026310	0.682645838684211	NA
gene-Mrpl18	rna-XM_017317617	0.682645838684211	NA
gene-Wtap	rna-NM_001113533	1	NA
gene-Wtap	rna-NM_001379058	1	NA
gene-Wtap	rna-NM_001113532	1	NA
gene-Wtap	rna-NM_175394	1	NA
gene-Gm36117	rna-NR_155514	1	NA
gene-Gm36117	rna-NR_155515	1	NA
gene-2700054A10Rik	rna-NR_045436	1	NA
gene-2700054A10Rik	rna-NR_045437	1	NA
gene-Tcte2	rna-NR_177953	1	NA
gene-Tcte2	rna-NR_177952	1	NA
gene-Afdn	rna-XR_003952091	0.978345468134409	NA
gene-Afdn	rna-XM_006523762	0.978345468134409	NA
gene-Afdn	rna-XM_006523766	0.978345468134409	NA
gene-Afdn	rna-NM_010806	0.978345468134409	NA
gene-Dact2	rna-NM_172826	1	NA
gene-Dact2	rna-XM_006524227	1	NA
gene-1600012H06Rik	rna-NM_001083882	0.134145511234253	NA
gene-1600012H06Rik	rna-NM_026451	0.134145511234253	NA
gene-Phf10	rna-NM_024250	1	NA
gene-Phf10	rna-NM_001360983	1	NA
gene-Ermardl2	rna-NM_001123370	0.889652276093761	NA
gene-Ermardl2	rna-XM_030249397	0.889652276093761	NA
gene-Ermardl2	rna-XR_004939450	0.889652276093761	NA
gene-Ermardl1	rna-XR_003952068	1	NA
gene-Ermardl1	rna-XR_003952067	1	NA
gene-Ermard	rna-NM_001039552	0.15768016249841	NA
gene-Ermard	rna-NM_001360402	0.15768016249841	NA
gene-Ermard	rna-NM_001405474	0.15768016249841	NA
gene-Ermard	rna-XR_004939545	0.15768016249841	NA
gene-Ermard	rna-XM_030249854	0.15768016249841	NA
gene-Ermard	rna-XM_006524462	0.15768016249841	NA
gene-Ermard	rna-XM_011246510	0.15768016249841	NA
gene-Dll1	rna-NM_007865	1	NA
gene-Dll1	rna-XM_011246267	1	NA
gene-Dll1	rna-NM_001379042	1	NA
gene-Fam120b	rna-NM_001357822	0.768423511224999	NA
gene-Fam120b	rna-NR_033586	0.768423511224999	NA
gene-Fam120b	rna-NM_024203	0.768423511224999	NA
gene-Prdm9	rna-XM_036160457	1	NA
gene-Prdm9	rna-XM_036160451	1	NA
gene-Rgmb	rna-NM_178615	0.330909169487987	NA
gene-Rgmb	rna-NM_001372257	0.330909169487987	NA
gene-BC002059	rna-NR_166920	1	NA
gene-BC002059	rna-NR_166921	1	NA
gene-Zfp97	rna-XM_030249764	1	NA
gene-Zfp97	rna-NM_011765	1	NA
gene-Gm38396	rna-XM_030249939	1	NA
gene-Gm38396	rna-NM_001357988	1	NA
gene-Lnpep	rna-NM_172827	1	NA
gene-Lnpep	rna-XM_036160587	1	NA
gene-Spaca6	rna-XM_006525056	0.866335465334174	NA
gene-Spaca6	rna-XM_017317705	0.866335465334174	NA
gene-Gm36907	rna-XR_004939682	1	NA
gene-Gm36907	rna-XR_004939683	1	NA
gene-Gm36907	rna-XR_876646	1	NA
gene-Gm36907	rna-XR_876647	1	NA
gene-Zfp677	rna-XM_030249619	1	NA
gene-Zfp677	rna-NM_172486	1	NA
gene-Zfp54	rna-NM_011760	1	NA
gene-Zfp54	rna-NM_001379357	1	NA
gene-Zfp54	rna-NM_001379359	1	NA
gene-Zfp54	rna-XM_030249760	1	NA
gene-Zfp51	rna-NM_001308323	1	NA
gene-Zfp51	rna-NM_009558	1	NA
gene-Zfp53	rna-XM_036160610	0.908316088287692	NA
gene-Zfp53	rna-NM_013843	0.908316088287692	NA
gene-Zfp52	rna-NM_144515	0.67468622954271	NA
gene-Zfp52	rna-XM_036160580	0.67468622954271	NA
gene-Zfp52	rna-XM_036160581	0.67468622954271	NA
gene-Zfp948	rna-NM_001002008	1	NA
gene-Zfp948	rna-NM_001357347	1	NA
gene-Zfp983	rna-XM_030250069	0.423332201016518	NA
gene-Zfp983	rna-XM_036160798	0.423332201016518	NA
gene-Zfp983	rna-NM_001357098	0.423332201016518	NA
gene-Zfp760	rna-XM_036160590	0.962367492104888	NA
gene-Zfp760	rna-NM_001008501	0.962367492104888	NA
gene-Zfp760	rna-NM_001410566	0.962367492104888	NA
gene-Zfp995	rna-XM_030250042	0.997041001389924	NA
gene-Zfp995	rna-XM_036160782	0.997041001389924	NA
gene-Zfp995	rna-NM_001256493	0.997041001389924	NA
gene-Zfp942	rna-XM_030250075	0.511114920242798	NA
gene-Zfp942	rna-XM_030250074	0.511114920242798	NA
gene-Zfp942	rna-XM_030250073	0.511114920242798	NA
gene-Zfp942	rna-XM_030250077	0.511114920242798	NA
gene-Zfp942	rna-XM_030250076	0.511114920242798	NA
gene-Zfp942	rna-XM_030250078	0.511114920242798	NA
gene-Zfp942	rna-XM_036160802	0.511114920242798	NA
gene-Zfp942	rna-NM_001199048	0.511114920242798	NA
gene-Zfp994	rna-NM_001418925	1	NA
gene-Zfp994	rna-XM_030249776	1	NA
gene-Gm7072	rna-XM_030249961	1	NA
gene-Gm7072	rna-XM_030249954	1	NA
gene-Gm7072	rna-NM_001357992	1	NA
gene-Gm7072	rna-XM_030249945	1	NA
gene-Zfp944	rna-XM_030249840	1	NA
gene-Zfp944	rna-XM_030249837	1	NA
gene-Zfp944	rna-XM_030249836	1	NA
gene-Zfp944	rna-NM_176962	1	NA
gene-Zfp758	rna-XR_003952106	1	NA
gene-Zfp758	rna-NM_001347330	1	NA
gene-Zfp758	rna-NM_001357990	1	NA
gene-Zfp758	rna-NM_001410502	1	NA
gene-Zfp758	rna-NR_177082	1	NA
gene-Zfp946	rna-XM_017317693	0.529000791592794	NA
gene-Zfp946	rna-NM_001331196	0.529000791592794	NA
gene-Zfp946	rna-NM_001331197	0.529000791592794	NA
gene-Zfp946	rna-NM_198003	0.529000791592794	NA
gene-Gm9805	rna-NM_001362121	1	NA
gene-Gm9805	rna-NM_001377043	1	NA
gene-Zfp945	rna-NM_001110254	0.500433438320105	NA
gene-Zfp945	rna-NM_177358	0.500433438320105	NA
gene-Zfp945	rna-XM_030249778	0.500433438320105	NA
gene-Zfp945	rna-XM_030249781	0.500433438320105	NA
gene-Zfp945	rna-XM_030249782	0.500433438320105	NA
gene-Zfp40	rna-XM_030249753	1	NA
gene-Zfp40	rna-NM_001357697	1	NA
gene-Zfp40	rna-NM_009555	1	NA
gene-Zfp13	rna-XM_030249750	0.477072590715379	NA
gene-Zfp13	rna-NM_001356268	0.477072590715379	NA
gene-Zfp13	rna-NM_001414210	0.477072590715379	NA
gene-Thoc6	rna-NM_001008425	1	NA
gene-Thoc6	rna-NM_001357380	1	NA
gene-Thoc6	rna-XM_030249886	1	NA
gene-Hcfc1r1	rna-NM_001414380	0.828204066501759	NA
gene-Hcfc1r1	rna-NM_001414381	0.828204066501759	NA
gene-Hcfc1r1	rna-NM_181821	0.828204066501759	NA
gene-Pkmyt1	rna-XM_006524310	0.814479115680628	NA
gene-Pkmyt1	rna-NM_001418477	0.814479115680628	NA
gene-Pkmyt1	rna-NM_023058	0.814479115680628	NA
gene-Pkmyt1	rna-XM_030249823	0.814479115680628	NA
gene-Flywch1	rna-NM_001357993	1	NA
gene-Flywch1	rna-NM_001357994	1	NA
gene-Flywch2	rna-NM_029798	1	NA
gene-Flywch2	rna-NM_001357140	1	NA
gene-Srrm2	rna-XM_011246701	0.504258261706042	NA
gene-Srrm2	rna-XM_017317709	0.504258261706042	NA
gene-Srrm2	rna-NM_001368687	0.504258261706042	NA
gene-Tbc1d24	rna-NM_001163850	1	NA
gene-Tbc1d24	rna-NM_001163851	1	NA
gene-Tbc1d24	rna-NM_173186	1	NA
gene-Tedc2	rna-NM_028056	1	NA
gene-Tedc2	rna-XM_030250058	1	NA
gene-Abca3	rna-NM_001039581	1	NA
gene-Abca3	rna-NM_013855	1	NA
gene-Rnps1	rna-NM_001080127	0.87360733409086	NA
gene-Rnps1	rna-NM_001080128	0.87360733409086	NA
gene-Rnps1	rna-NM_009070	0.87360733409086	NA
gene-E4f1	rna-NM_001301784	1	NA
gene-E4f1	rna-NM_007893	1	NA
gene-E4f1	rna-NR_125990	1	NA
gene-E4f1	rna-NR_188837	1	NA
gene-E4f1	rna-NR_188838	1	NA
gene-Mlst8	rna-NM_001252464	1	NA
gene-Mlst8	rna-NM_019988	1	NA
gene-Mlst8	rna-XM_006524679	1	NA
gene-Caskin1	rna-NM_001360469	0.354996004790986	NA
gene-Caskin1	rna-XM_036160627	0.354996004790986	NA
gene-Caskin1	rna-XM_006524316	0.354996004790986	NA
gene-Traf7	rna-NM_001172113	1	NA
gene-Traf7	rna-NM_001415151	1	NA
gene-Traf7	rna-NM_153792	1	NA
gene-Pkd1	rna-XM_036160406	0.161185899954991	NA
gene-Pkd1	rna-XM_030249588	0.161185899954991	NA
gene-Pkd1	rna-XM_030249589	0.161185899954991	NA
gene-Pkd1	rna-NM_013630	0.161185899954991	NA
gene-Tsc2	rna-NM_011647	1	NA
gene-Tsc2	rna-XM_036160475	1	NA
gene-Tsc2	rna-XM_017317393	1	NA
gene-Tsc2	rna-XM_017317386	1	NA
gene-Nthl1	rna-NM_001424809	1	NA
gene-Nthl1	rna-NM_008743	1	NA
gene-Nherf2	rna-NM_023055	1	NA
gene-Nherf2	rna-NM_001357796	1	NA
gene-Zfp598	rna-NM_001348231	0.446191804792191	NA
gene-Zfp598	rna-NM_183149	0.446191804792191	NA
gene-Zfp598	rna-XM_006524000	0.446191804792191	NA
gene-Msrb1	rna-NM_001346668	1	NA
gene-Msrb1	rna-NM_013759	1	NA
gene-Hagh	rna-NM_001409599	0.633986626245329	NA
gene-Hagh	rna-NM_024284	0.633986626245329	NA
gene-Nubp2	rna-NM_011956	1	NA
gene-Nubp2	rna-NM_001379052	1	NA
gene-Spsb3	rna-XM_006525165	0.0960261962939705	NA
gene-Spsb3	rna-NM_001163751	0.0960261962939705	NA
gene-Spsb3	rna-NR_182655	0.0960261962939705	NA
gene-Mapk8ip3	rna-NM_001163449	1	NA
gene-Mapk8ip3	rna-NM_001163450	1	NA
gene-Mapk8ip3	rna-NM_013931	1	NA
gene-Cramp1	rna-XM_011246545	0.0366532297571674	1
gene-Cramp1	rna-XM_017317589	0.0366532297571674	0.021176448567382
gene-Cramp1	rna-NM_001403565	0.0366532297571674	0.060461863495047
gene-Cramp1	rna-XM_006524703	0.0366532297571674	1
gene-Ift140	rna-NM_001410319	0.542639738625292	NA
gene-Ift140	rna-NM_134126	0.542639738625292	NA
gene-Ift140	rna-XM_006523403	0.542639738625292	NA
gene-Telo2	rna-NM_001163661	1	NA
gene-Telo2	rna-XR_004939579	1	NA
gene-Clcn7	rna-XR_385328	1	NA
