"","Gene","Event_Type","Chromosome","Coordinates","Strand","dPSI_PE-Ctrl","p-val_PE-Ctrl","-log10(p-adj PE-Ctrl)","regulation"
"15035","Supt5","SE","NC_000073.7","28029077-28029443:28029454-28030005","-",0.0242057812,0.3141858142,0.502813427678422,"not significant"
"15036","Supt5","SE","NC_000073.7","28030954-28037424:28037448-28037777","-",-0.0143435071,0.3141858142,0.502813427678422,"not significant"
"15037","Supt6","SE","NC_000077.7","78110916-78111423:78111573-78111947","-",-0.0009316801,0.3896103896,0.409369470464401,"not significant"
"15038","Surf1","SE","NC_000068.8","26805741-26805967:26806018-26806269","-",-0.0436655878,0.2952602953,0.529794950229175,"not significant"
"15039","Surf1","SE","NC_000068.8","26805781-26805967:26806018-26806269","-",0.1416931093,0.2952602953,0.529794950229175,"not significant"
"15040","Surf1","SE","NC_000068.8","26805796-26805967:26806018-26806269","-",-0.2663003273,0.2952602953,0.529794950229175,"not significant"
"15041","Surf4","SE","NC_000068.8","26815008-26815620:26815696-26816781","-",9.46225e-05,0.4305694306,0.365956807287753,"not significant"
"15042","Surf4","SE","NC_000068.8","26816967-26818784:26818851-26823287","-",-0.004026011,0.4305694306,0.365956807287753,"not significant"
"15043","Susd1","SE","NC_000070.7","59315805-59324868:59324907-59329463","-",0.25,0.2497502498,0.602494068720769,"not significant"
"15044","Susd1","SE","NC_000070.7","59412322-59420843:59420925-59423995","-",0,0.2497502498,0.602494068720769,"not significant"
"15045","Susd1","SE","NC_000070.7","59424150-59427951:59428064-59438206","-",0.0843949241,0.2497502498,0.602494068720769,"not significant"
"15046","Susd4","SE","NC_000067.7","182592753-182622329:182622437-182660628","+",-0.0043555219,0.3756243756,0.425246232579841,"not significant"
"15047","Susd6","SE","NC_000078.7","80875017-80897988:80898050-80915201","+",-0.0084810867,0.3451548452,0.461986025712285,"not significant"
"15048","Suv39h2","SE","NC_000068.8","3465963-3473539:3473684-3475740","-",-0.1214213546,0.2152847153,0.666986802951734,"not significant"
"15049","Suz12","SE","NC_000077.7","79886635-79889883:79889951-79898339","+",0.0259786423,0.1858141858,0.730921133294558,"not significant"
"15050","Sv2b","SE","NC_000073.7","74856670-74874445:74874579-74957953","-",-0.0116518955,0.3596403596,0.444131576760769,"not significant"
"15051","Sv2b","SE","NC_000073.7","74856670-74904986:74905224-74957953","-",-0.0324762731,0.3596403596,0.444131576760769,"not significant"
"15052","Sv2b","SE","NC_000073.7","74856670-74907949:74908198-74957953","-",-0.0266824234,0.3596403596,0.444131576760769,"not significant"
"15053","Sv2b","SE","NC_000073.7","74856670-74957714:74957747-74957953","-",-0.0674813577,0.3596403596,0.444131576760769,"not significant"
"15054","Svil","SE","NC_000084.7","4920874-4971090:4971197-5037108","+",-0.3192703391,0.2972027972,0.526947107418838,"not significant"
"15055","Svil","SE","NC_000084.7","5037165-5040148:5040239-5046589","+",0.0119101815,0.2972027972,0.526947107418838,"not significant"
"15056","Svil","SE","NC_000084.7","5049494-5057275:5057439-5058125","+",0.022826793,0.2972027972,0.526947107418838,"not significant"
"15057","Svil","SE","NC_000084.7","5059369-5060515:5060610-5062162","+",0.0651217157,0.2972027972,0.526947107418838,"not significant"
"15058","Svil","SE","NC_000084.7","5074004-5077371:5077418-5082783","+",0.0131175661,0.2972027972,0.526947107418838,"not significant"
"15059","Svop","SE","NC_000071.7","114203747-114203848:114204014-114229213","-",-0.0079221259,0.2827172827,0.548647641981577,"not significant"
"15060","Swap70","SE","NC_000073.7","109865189-109866624:109866873-109866989","+",-0.039444886,0.2467532468,0.607737124137366,"not significant"
"15061","Swi5","SE","NC_000068.8","32169143-32170239:32170522-32170721","-",0.0007241031,0.4080919081,0.389242016602273,"not significant"
"15062","Swi5","SE","NC_000068.8","32170815-32171698:32171822-32177609","-",-0.0035297879,0.4080919081,0.389242016602273,"not significant"
"15063","Swt1","SE","NC_000067.7","151273102-151276831:151276924-151278706","-",0.0435920978,0.2582417582,0.587973530119584,"not significant"
"15064","Sybu","SE","NC_000081.7","44541134-44546703:44546846-44569762","-",-0.2567735791,0.3328671329,0.477729084701687,"not significant"
"15065","Sybu","SE","NC_000081.7","44541134-44546703:44546846-44582184","-",-0.1502736148,0.3665989183,0.435808820816885,"not significant"
"15066","Sybu","SE","NC_000081.7","44541134-44546744:44546846-44569762","-",-0.0948779709,0.3665989183,0.435808820816885,"not significant"
"15067","Sybu","SE","NC_000081.7","44541134-44546744:44546846-44582184","-",-0.0124442174,0.3665989183,0.435808820816885,"not significant"
"15068","Sybu","SE","NC_000081.7","44546846-44548119:44548139-44582184","-",-0.0134648531,0.3665989183,0.435808820816885,"not significant"
"15069","Sybu","SE","NC_000081.7","44546846-44568526:44568633-44569762","-",-0.019670873,0.3665989183,0.435808820816885,"not significant"
"15070","Sybu","SE","NC_000081.7","44582381-44592497:44592598-44609642","-",-0.0038469903,0.393182575,0.405405737404078,"not significant"
"15071","Sybu","SE","NC_000081.7","44582381-44609642:44609849-44611705","-",0.0127451849,0.3665989183,0.435808820816885,"not significant"
"15072","Sybu","SE","NC_000081.7","44582381-44609642:44609855-44611705","-",0.0487013919,0.3665989183,0.435808820816885,"not significant"
"15073","Sybu","SE","NC_000081.7","44582381-44609642:44609858-44611705","-",0.0396262516,0.3665989183,0.435808820816885,"not significant"
"15074","Syce2","SE","NC_000074.7","85599461-85610060:85610213-85612564","+",0.0180065998,0.2592407592,0.586296715363124,"not significant"
"15075","Sycp2","SE","NC_000068.8","177992779-177993375:177993465-177994245","-",-0.0614693636,0.1983016983,0.702673566383904,"not significant"
"15076","Sycp2","SE","NC_000068.8","178036051-178036742:178036776-178037014","-",0.2163352055,0.1983016983,0.702673566383904,"not significant"
"15077","Syde1","SE","NC_000076.7","78423291-78424541:78424755-78424935","-",-0.0635329647,0.2252747253,0.647287531216614,"not significant"
"15078","Syde2","SE","NC_000069.7","145694924-145701966:145702037-145704221","+",0.0582918726,0.2527472527,0.597313556384695,"not significant"
"15079","Syk","SE","NC_000079.7","52777312-52778744:52778812-52785693","+",0.1220558314,0.1878121878,0.726276228243822,"not significant"
"15080","Sympk","SE","NC_000073.7","18758431-18761822:18761947-18762789","+",0.0022177911,0.3876123876,0.411602351898991,"not significant"
"15081","Syncrip","SE","NC_000075.7","88361965-88362659:88362818-88364109","-",-0.0572401747,0.0944055944,1.02500226899579,"skipped exon"
"15082","Syndig1","SE","NC_000068.8","149672845-149682923:149682981-149741338","+",-0.0212165221,0.3336663337,0.476687610623935,"not significant"
"15083","Syndig1","SE","NC_000068.8","149741895-149772825:149772962-149845097","+",0.0245031074,0.3336663337,0.476687610623935,"not significant"
"15084","Syndig1l","SE","NC_000078.7","84727626-84729990:84730091-84745300","-",-0.0041176898,0.3546453546,0.450205724479765,"not significant"
"15085","Syndig1l","SE","NC_000078.7","84727626-84729990:84730094-84745300","-",0.0345799969,0.3415334665,0.466566733844369,"not significant"
"15086","Syne1","SE","NC_000076.7","4972247-4980376:4980434-4981766","-",0.0443511134,0.3281718282,0.483898703546237,"not significant"
"15087","Syne1","SE","NC_000076.7","4993753-4995266:4995334-4997531","-",-0.0095825748,0.3281718282,0.483898703546237,"not significant"
"15088","Syne1","SE","NC_000076.7","5135920-5143032:5143172-5144473","-",0.0006315195,0.3281718282,0.483898703546237,"not significant"
"15089","Syne1","SE","NC_000076.7","5212816-5214610:5214765-5215088","-",0,0.3281718282,0.483898703546237,"not significant"
"15090","Syne1","SE","NC_000076.7","5359871-5362863:5362910-5366790","-",-0.0469951954,0.3281718282,0.483898703546237,"not significant"
"15091","Syne1","SE","NC_000076.7","5375760-5376255:5376275-5386739","-",0.1063283661,0.3281718282,0.483898703546237,"not significant"
"15092","Syne3","SE","NC_000078.7","104934450-104935460:104935632-104941997","-",-0.25,0.1568431568,0.804534425189585,"not significant"
"15093","Syne4","SE","NC_000073.7","30016192-30016268:30016516-30017393","+",0,0.2597402597,0.585460729575816,"not significant"
"15094","Syngap1_and_gene-Mir3083b","SE","NC_000083.7","27179495-27180043:27180084-27180410","+",-0.0093201818,0.3620225928,0.441264325538113,"not significant"
"15095","Syngap1_and_gene-Mir3083b","SE","NC_000083.7","27185947-27186655:27186734-27189473","+",-0.0123742365,0.3620225928,0.441264325538113,"not significant"
"15096","Syngr2","SE","NC_000077.7","117703522-117703872:117704011-117704104","+",0.0554040623,0.2342657343,0.630291230364693,"not significant"
"15097","Synj1","SE","NC_000082.7","90735922-90736522:90736611-90737361","-",0.0018584647,0.3896103896,0.409369470464401,"not significant"
"15098","Synj1","SE","NC_000082.7","90735922-90736522:90736611-90741243","-",-0.0072175896,0.3896103896,0.409369470464401,"not significant"
"15099","Synj1","SE","NC_000082.7","90735922-90737361:90737381-90741243","-",-0.1929639397,0.1678321678,0.775124795836696,"not significant"
"15100","Synj1","SE","NC_000082.7","90735922-90737361:90737384-90741243","-",-0.1640343784,0.1678321678,0.775124795836696,"not significant"
"15101","Synj1","SE","NC_000082.7","90736611-90737361:90737384-90741243","-",-0.2538908578,0.3896103896,0.409369470464401,"not significant"
"15102","Synj1","SE","NC_000082.7","90743750-90743903:90743941-90746587","-",0.009455165,0.3896103896,0.409369470464401,"not significant"
"15103","Synj1","SE","NC_000082.7","90743750-90743903:90743941-90747239","-",0.003906813,0.3896103896,0.409369470464401,"not significant"
"15104","Synj1","SE","NC_000082.7","90743750-90746587:90746625-90747239","-",-0.1630467884,0.3656343656,0.436952992125727,"not significant"
"15105","Synj1","SE","NC_000082.7","90743941-90744954:90745001-90746587","-",0.0205612456,0.3896103896,0.409369470464401,"not significant"
"15106","Synj1","SE","NC_000082.7","90743941-90746587:90746625-90747239","-",-0.0396579415,0.3896103896,0.409369470464401,"not significant"
"15107","Synj1","SE","NC_000082.7","90745001-90746587:90746625-90747239","-",-0.0018606158,0.3896103896,0.409369470464401,"not significant"
"15108","Synj1","SE","NC_000082.7","90766262-90768452:90768475-90770798","-",-0.0805997958,0.3656343656,0.436952992125727,"not significant"
"15109","Synj2","SE","NC_000083.7","6026156-6036247:6036517-6040411","+",0,0.2777222777,0.55638928159608,"not significant"
"15110","Synj2","SE","NC_000083.7","6078861-6079657:6080109-6082972","+",-0.0007687278,0.2777222777,0.55638928159608,"not significant"
"15111","Synj2","SE","NC_000083.7","6078861-6079959:6080109-6082972","+",0.0854743946,0.2777222777,0.55638928159608,"not significant"
"15112","Synj2","SE","NC_000083.7","6078861-6079975:6080109-6082972","+",0.0948599952,0.2777222777,0.55638928159608,"not significant"
"15113","Synj2","SE","NC_000083.7","6085834-6086632:6086780-6087659","+",0.0845379096,0.2777222777,0.55638928159608,"not significant"
"15114","Synm","SE","NC_000073.7","67383301-67384208:67386654-67388853","-",0,0.3196803197,0.495284099132676,"not significant"
"15115","Synpo2l","SE","NC_000080.7","20712533-20713474:20714327-20714465","-",-0.25,0.1133866134,0.945438215898904,"not significant"
"15116","Synpo","SE","NC_000084.7","60737562-60739824:60740096-60742983","-",-0.0205618476,0.3011988012,0.52114676100142,"not significant"
"15117","Synrg","SE","NC_000077.7","83873133-83876075:83876377-83877640","+",-0.0507839159,0.4037629038,0.393873584884778,"not significant"
"15118","Synrg","SE","NC_000077.7","83873133-83877640:83877873-83878739","+",0.0024766293,0.4160839161,0.380819071719724,"not significant"
"15119","Synrg","SE","NC_000077.7","83930147-83930482:83930517-83931623","+",0.0300888638,0.4037629038,0.393873584884778,"not significant"
"15120","Sypl1","SE","NC_000078.7","33017742-33018633:33018642-33019180","+",0.75,0.046953047,1.32833621910931,"included exon"
"15121","Sypl1","SE","NC_000078.7","33017742-33018633:33018642-33024127","+",0.0103688524,0.3066933067,0.513295701992654,"not significant"
"15122","Sys1_and_gene-Dbndd2","SE","NC_000068.8","164305288-164309068:164309247-164314058","+",0.0966099375,0.3242757243,0.489085561956594,"not significant"
"15123","Syt10","SE","NC_000081.7","89711380-89718505:89718609-89725822","-",0.1379288175,0.2067932068,0.684463732008134,"not significant"
"15124","Syt14_and_gene-Gm39746","SE","NC_000067.7","192579928-192581159:192581215-192584060","-",0.0322046213,0.3586413586,0.445339628951082,"not significant"
"15125","Syt14_and_gene-Gm39746","SE","NC_000067.7","192615693-192623294:192623418-192662654","-",-0.0113511087,0.3586413586,0.445339628951082,"not significant"
"15126","Syt14_and_gene-Gm39746","SE","NC_000067.7","192662869-192665828:192667219-192669026","-",-0.0068029696,0.3586413586,0.445339628951082,"not significant"
"15127","Syt14_and_gene-Gm39746","SE","NC_000067.7","192669190-192688172:192688339-192709278","-",-0.0131886405,0.3586413586,0.445339628951082,"not significant"
"15128","Syt16_and_gene-Gm40889","SE","NC_000078.7","74176325-74201951:74202117-74207165","+",-0.1246784468,0.4465534466,0.350126554302107,"not significant"
"15129","Syt16_and_gene-Gm40889","SE","NC_000078.7","74176325-74201951:74202117-74208830","+",0.0215172867,0.4465534466,0.350126554302107,"not significant"
"15130","Syt16_and_gene-Gm40889","SE","NC_000078.7","74176325-74207165:74207246-74208830","+",-0.0046276162,0.4465534466,0.350126554302107,"not significant"
"15131","Syt16_and_gene-Gm40889","SE","NC_000078.7","74176325-74208830:74209650-74269356","+",-0.0127501729,0.4465534466,0.350126554302107,"not significant"
"15132","Syt16_and_gene-Gm40889","SE","NC_000078.7","74202117-74207165:74207246-74208830","+",-0.0524185296,0.4465534466,0.350126554302107,"not significant"
"15133","Syt1_and_gene-Brcc3dc","SE","NC_000076.7","108738176-108829694:108829778-108846437","-",0.0062116153,0.4145854146,0.382385980751947,"not significant"
"15134","Syt1_and_gene-Brcc3dc","SE","NC_000076.7","108738176-108829699:108829778-108846437","-",0.0112448991,0.4145854146,0.382385980751947,"not significant"
"15135","Syt6","SE","NC_000069.7","103534427-103538218:103538285-103539763","+",0.1377519422,0.3529283217,0.45231348909117,"not significant"
"15136","Syt6","SE","NC_000069.7","103534448-103538218:103538285-103539763","+",-0.0012591412,0.3907856849,0.408061353558191,"not significant"
"15137","Syt7","SE","NC_000085.7","10395406-10399121:10399252-10400149","+",0.030769018,0.3527900671,0.452483651046983,"not significant"
"15138","Syt7","SE","NC_000085.7","10395406-10399121:10399252-10403663","+",-0.0500303269,0.3527900671,0.452483651046983,"not significant"
"15139","Syt7","SE","NC_000085.7","10395406-10399121:10399252-10412914","+",-0.0274960307,0.3527900671,0.452483651046983,"not significant"
"15140","Syt7","SE","NC_000085.7","10395406-10400149:10400376-10403663","+",-0.2232074967,0.3527900671,0.452483651046983,"not significant"
"15141","Syt7","SE","NC_000085.7","10399252-10399759:10399881-10400149","+",-0.0031013105,0.3531468531,0.45204465940402,"not significant"
"15142","Syt7","SE","NC_000085.7","10399252-10399759:10400376-10403663","+",-0.037724145,0.3527900671,0.452483651046983,"not significant"
"15143","Syt7","SE","NC_000085.7","10399252-10400149:10400376-10403663","+",-0.0166646772,0.3527900671,0.452483651046983,"not significant"
"15144","Syt7","SE","NC_000085.7","10404031-10407702:10407824-10412914","+",0.0863706031,0.3527900671,0.452483651046983,"not significant"
"15145","Syt9","SE","NC_000073.7","106970354-107024254:107024605-107035482","+",0.0133740352,0.2922077922,0.534308207072701,"not significant"
"15146","Sytl2","SE","NC_000073.7","90036764-90038076:90038123-90041567","+",-0.1618572743,0.1808191808,0.742755502656203,"not significant"
"15147","Sytl2","SE","NC_000073.7","90041661-90042731:90042823-90044371","+",-0.2689545598,0.1808191808,0.742755502656203,"not significant"
"15148","Sytl2","SE","NC_000073.7","90041661-90044371:90044490-90045682","+",-0.1334908544,0.1808191808,0.742755502656203,"not significant"
"15149","Sytl5_and_gene-H2ap_and_gene-H2al3","SE","NC_000086.8","9771966-9774004:9774104-9780142","+",-0.1231208423,0.2637362637,0.578830150669203,"not significant"
"15150","Sytl5_and_gene-H2ap_and_gene-H2al3","SE","NC_000086.8","9822687-9823423:9823488-9826253","+",0,0.2637362637,0.578830150669203,"not significant"
"15151","Szrd1","SE","NC_000070.7","140843175-140843848:140843951-140845838","-",0.0111128935,0.3615134865,0.441875496424009,"not significant"
"15152","Szrd1","SE","NC_000070.7","140846089-140847635:140847684-140867003","-",-0.027167115,0.3615134865,0.441875496424009,"not significant"
"15153","Szrd1","SE","NC_000070.7","140846092-140847635:140847684-140867003","-",-0.0060022506,0.3776223776,0.422942277667829,"not significant"
"15154","T2_and_gene-T","SE","NC_000083.7","8608242-8609736:8609874-8611043","+",0.0750622464,0.2555626192,0.592502669537088,"not significant"
"15155","T2_and_gene-T","SE","NC_000083.7","8611143-8615590:8615706-8630650","+",0.0295707152,0.2555626192,0.592502669537088,"not significant"
"15156","T2_and_gene-T","SE","NC_000083.7","8611143-8615593:8615706-8630650","+",0.0750622464,0.2555626192,0.592502669537088,"not significant"
"15157","T2_and_gene-T","SE","NC_000083.7","8631989-8636013:8636073-8636826","+",0,0.2702297702,0.568266808084575,"not significant"
"15158","Tab2","SE","NC_000076.7","7792486-7793451:7793653-7794878","-",0.25,0.4215784216,0.375121626495416,"not significant"
"15159","Tab2","SE","NC_000076.7","7800636-7808832:7808972-7831565","-",-0.0062572218,0.4215784216,0.375121626495416,"not significant"
"15160","Tab3","SE","NC_000086.8","84617771-84619156:84619216-84652996","+",0.1066469759,0.2077922078,0.682370742500271,"not significant"
"15161","Tab3","SE","NC_000086.8","84617928-84619156:84619216-84652996","+",-0.25,0.2077922078,0.682370742500271,"not significant"
"15162","Tab3","SE","NC_000086.8","84619216-84637258:84637360-84652996","+",-0.1669717993,0.1678321678,0.775124795836696,"not significant"
"15163","Tab3","SE","NC_000086.8","84660140-84665160:84665253-84667948","+",0.000382541,0.3966033966,0.401643570719923,"not significant"
"15164","Tac1","SE","NC_000072.7","7556780-7557216:7557260-7557720","+",0.1586424469,0.031968032,1.49528409872512,"included exon"
"15165","Tacc1_and_gene-Mir8108","SE","NC_000074.7","25668010-25669287:25669322-25671839","-",-0.0157502384,0.3266733267,0.485886324783572,"not significant"
"15166","Tacc2","SE","NC_000073.7","130331558-130333261:130333296-130335236","+",-0.0005534283,0.4080919081,0.389242016602273,"not significant"
"15167","Tacc2","SE","NC_000073.7","130344031-130345274:130345414-130352920","+",-0.0015682213,0.4080919081,0.389242016602273,"not significant"
"15168","Tacc2","SE","NC_000073.7","130345414-130346257:130346346-130352920","+",0.0008718511,0.4080919081,0.389242016602273,"not significant"
"15169","Tacc2","SE","NC_000073.7","130355391-130357627:130357635-130360895","+",0.0070902052,0.4080919081,0.389242016602273,"not significant"
"15170","Tacc3","SE","NC_000071.7","33816071-33817499:33817690-33818566","+",-0.0005617411,0.3871128871,0.412162370651447,"not significant"
"15171","Tacc3","SE","NC_000071.7","33816071-33817499:33817690-33818687","+",-0.1103793338,0.3871128871,0.412162370651447,"not significant"
"15172","Tada1","SE","NC_000067.7","166210031-166213508:166213588-166214235","+",-0.0037009985,0.3666333666,0.435768013266754,"not significant"
"15173","Tada2a","SE","NC_000077.7","83995106-83997015:83997172-84000780","-",0.0004537216,0.3871128871,0.412162370651447,"not significant"
"15174","Tada2a","SE","NC_000077.7","84000871-84009074:84009133-84011908","-",0.0166928301,0.3871128871,0.412162370651447,"not significant"
"15175","Tada2b","SE","NC_000071.7","36634306-36640322:36640433-36641132","-",0.0380754913,0.3526473526,0.452659372149812,"not significant"
"15176","Tada3","SE","NC_000072.7","113353025-113353853:113353906-113354277","-",-0.0270946222,0.1993006993,0.700491177458075,"not significant"
"15177","Taf10","SE","NC_000073.7","105392270-105392433:105392547-105392635","-",-0.0120598404,0.2817182817,0.55018496918814,"not significant"
"15178","Taf11","SE","NC_000083.7","28120763-28121502:28121598-28122075","-",0.0404182277,0.3701298701,0.43164586519902,"not significant"
"15179","Taf11","SE","NC_000083.7","28122162-28124236:28124384-28126475","-",-0.0040808516,0.3701298701,0.43164586519902,"not significant"
"15180","Taf12","SE","NC_000070.7","132001798-132003934:132004095-132010105","+",0.0077309911,0.3951048951,0.403287589651004,"not significant"
"15181","Taf12","SE","NC_000070.7","132001798-132009305:132009389-132010105","+",0,0.3951048951,0.403287589651004,"not significant"
"15182","Taf15","SE","NC_000077.7","83378239-83379751:83379871-83388720","+",-0.132941538,0.4460539461,0.350612614209914,"not significant"
"15183","Taf15","SE","NC_000077.7","83379871-83385360:83385395-83388088","+",0,0.4460539461,0.350612614209914,"not significant"
"15184","Taf15","SE","NC_000077.7","83379871-83388088:83388122-83388720","+",0.00144629,0.4460539461,0.350612614209914,"not significant"
"15185","Taf15","SE","NC_000077.7","83388752-83389273:83389381-83389899","+",-0.012070081,0.4460539461,0.350612614209914,"not significant"
"15186","Taf1","SE","NC_000086.8","100582793-100584161:100584175-100584366","+",0.0017099078,0.3626373626,0.440527452487952,"not significant"
"15187","Taf1","SE","NC_000086.8","100634195-100634340:100634345-100637546","+",-0.1053314549,0.1838161838,0.735616254508019,"not significant"
"15188","Taf1b","SE","NC_000078.7","24555033-24559083:24559180-24559453","+",-0.0358311409,0.1923076923,0.716003343652171,"not significant"
"15189","Taf1d_and_gene-Mir7650_and_gene-Gm24455_and_gene-Gm24299_and_gene-Gm25791_and_gene-Gm22620_and_gene-Gm24357_and_gene-Gm23455_and_gene-Gm22579","SE","NC_000075.7","15217579-15218169:15218286-15219024","+",-0.0065178647,0.3936063936,0.404937855660799,"not significant"
"15190","Taf1d_and_gene-Mir7650_and_gene-Gm24455_and_gene-Gm24299_and_gene-Gm25791_and_gene-Gm22620_and_gene-Gm24357_and_gene-Gm23455_and_gene-Gm22579","SE","NC_000075.7","15222991-15223469:15223518-15224070","+",0,0.3936063936,0.404937855660799,"not significant"
"15191","Taf1d_and_gene-Mir7650_and_gene-Gm24455_and_gene-Gm24299_and_gene-Gm25791_and_gene-Gm22620_and_gene-Gm24357_and_gene-Gm23455_and_gene-Gm22579","SE","NC_000075.7","15222991-15224070:15224132-15225286","+",0.003502817,0.3936063936,0.404937855660799,"not significant"
"15192","Taf4","SE","NC_000068.8","179564872-179565772:179565902-179566210","-",0.0517159071,0.1408591409,0.851214964697963,"not significant"
"15193","Taf4b","SE","NC_000084.7","14937684-14937774:14937896-14940402","+",0,0.2117882118,0.674098216526394,"not significant"
"15194","Taf8","SE","NC_000083.7","47800821-47801064:47801207-47804487","-",0,0.3676323676,0.434586258844038,"not significant"
"15195","Taf8","SE","NC_000083.7","47800821-47801068:47801207-47804487","-",0.0653847063,0.3484515485,0.457857601158401,"not significant"
"15196","Taf8","SE","NC_000083.7","47800821-47801068:47801446-47804487","-",0.1143635916,0.3484515485,0.457857601158401,"not significant"
"15197","Tafa1","SE","NC_000072.7","96092735-96383358:96383429-96500296","+",-0.002172769,0.3601398601,0.443528808471938,"not significant"
"15198","Tafa2_and_gene-Gm22958","SE","NC_000076.7","123101446-123266617:123266828-123429399","+",-0.025897878,0.2562437562,0.591346708105644,"not significant"
"15199","Tafa2_and_gene-Gm22958","SE","NC_000076.7","123266828-123341316:123341420-123429399","+",-0.028354502,0.2562437562,0.591346708105644,"not significant"
"15200","Tafa2_and_gene-Gm22958","SE","NC_000076.7","123541729-123565987:123566232-123574809","+",0.0380179432,0.2157842158,0.66598032629662,"not significant"
"15201","Tafa5","SE","NC_000081.7","87565830-87604703:87604830-87641498","+",-0.013898008,0.3856143856,0.413846772823765,"not significant"
"15202","Tafazzin","SE","NC_000086.8","73327623-73331625:73331705-73331784","+",-0.0217289138,0.2977022977,0.526217813406415,"not significant"
"15203","Tafazzin","SE","NC_000086.8","73332119-73332268:73332320-73332711","+",-0.1450259871,0.1508491508,0.821457130327654,"not significant"
"15204","Tafazzin","SE","NC_000086.8","73332119-73332268:73332625-73332711","+",-0.292212433,0.1508491508,0.821457130327654,"not significant"
"15205","Tamm41","SE","NC_000072.7","114989280-114993044:114993189-115002235","-",-0.0740842969,0.2987012987,0.524762889156777,"not significant"
"15206","Tamm41","SE","NC_000072.7","115009273-115011117:115011211-115011912","-",-0.0126325904,0.2987012987,0.524762889156777,"not significant"
"15207","Tanc1","SE","NC_000068.8","59442540-59477113:59477216-59529692","+",-0.1189805802,0.2842157842,0.546351806772348,"not significant"
"15208","Tanc2","SE","NC_000077.7","105604279-105649748:105649858-105667632","+",-0.0103969228,0.3476523477,0.458854833473209,"not significant"
"15209","Tanc2","SE","NC_000077.7","105604390-105649748:105649858-105667632","+",-0.025296748,0.3476523477,0.458854833473209,"not significant"
"15210","Tanc2","SE","NC_000077.7","105623172-105649748:105649858-105667632","+",0.0542355276,0.3476523477,0.458854833473209,"not significant"
"15211","Tanc2","SE","NC_000077.7","105804315-105804867:105804896-105805718","+",-0.1003427067,0.2277722278,0.642499230425911,"not significant"
"15212","Tanc2","SE","NC_000077.7","105807886-105810777:105810877-105812574","+",-0.0128700758,0.3476523477,0.458854833473209,"not significant"
"15213","Tango2_and_gene-Mir185","SE","NC_000082.7","18134598-18137608:18137651-18142221","-",-0.0352438091,0.3511488511,0.454508748183894,"not significant"
"15214","Tango2_and_gene-Mir185","SE","NC_000082.7","18142314-18151349:18151428-18161662","-",0,0.3546453546,0.450205724479765,"not significant"
"15215","Tank","SE","NC_000068.8","61423552-61424341:61424545-61443995","+",-0.0600432362,0.3731268731,0.42814347135918,"not significant"
"15216","Tank","SE","NC_000068.8","61423552-61443995:61444142-61457250","+",0.0461188192,0.3731268731,0.42814347135918,"not significant"
"15217","Tank","SE","NC_000068.8","61458183-61459629:61459716-61460526","+",0.2069001001,0.3731268731,0.42814347135918,"not significant"
"15218","Tank","SE","NC_000068.8","61458183-61459629:61459716-61474059","+",0.0036068218,0.3731268731,0.42814347135918,"not significant"
"15219","Tank","SE","NC_000068.8","61458183-61460526:61462001-61474059","+",-0.0374317869,0.3731268731,0.42814347135918,"not significant"
"15220","Tank","SE","NC_000068.8","61459716-61460526:61462001-61474059","+",-0.0016706282,0.3731268731,0.42814347135918,"not significant"
"15221","Tank","SE","NC_000068.8","61474766-61476495:61476710-61480082","+",-0.0057515566,0.3731268731,0.42814347135918,"not significant"
"15222","Tank","SE","NC_000068.8","61480632-61481771:61481873-61483723","+",-0.0218804131,0.3731268731,0.42814347135918,"not significant"
"15223","Taok1","SE","NC_000077.7","77476320-77487063:77487182-77492525","-",0.0422147014,0.2655677656,0.575824640417048,"not significant"
"15224","Taok1","SE","NC_000077.7","77476320-77492525:77492587-77498034","-",0.0292599985,0.2672327672,0.573110291175323,"not significant"
"15225","Taok1","SE","NC_000077.7","77492587-77496378:77496464-77498034","-",-0.1410576214,0.0649350649,1.18752072107098,"skipped exon"
"15226","Taok3","SE","NC_000071.7","117258404-117271750:117271840-117323592","+",0.0150626357,0.3711288711,0.43047525941651,"not significant"
"15227","Taok3","SE","NC_000071.7","117258404-117271750:117271840-117331694","+",-0.0843617699,0.3711288711,0.43047525941651,"not significant"
"15228","Taok3","SE","NC_000071.7","117258404-117323592:117323676-117331694","+",-0.2106721265,0.1498501499,0.824342818279162,"not significant"
"15229","Taok3","SE","NC_000071.7","117271840-117323592:117323676-117331694","+",0.0844038048,0.3711288711,0.43047525941651,"not significant"
"15230","Taok3","SE","NC_000071.7","117342460-117344157:117344591-117344712","+",-0.0135762556,0.3711288711,0.43047525941651,"not significant"
"15231","Tapt1","SE","NC_000071.7","44351752-44356655:44356720-44361552","-",-0.031133794,0.3946053946,0.403836981858796,"not significant"
"15232","Tapt1","SE","NC_000071.7","44361670-44375446:44375576-44383756","-",0,0.4030969031,0.394590538417893,"not significant"
"15233","Tarbp1","SE","NC_000074.7","127155791-127157561:127157642-127160587","-",-0.0777170287,0.2057942058,0.686566857097938,"not significant"
"15234","Tarbp2","SE","NC_000081.7","102427037-102427557:102427726-102428910","+",-0.0019387946,0.3981018981,0.400005751749258,"not significant"
"15235","Tarbp2","SE","NC_000081.7","102427037-102427557:102427726-102429556","+",0.0482189337,0.3981018981,0.400005751749258,"not significant"
