Geneid,Chr,Strand,NExons,gene.F,P.Value,FDR
gene-Mrpl10,NC_000077.7,+,6,0.350486255368244,0.88007499798646,0.999999999999657
gene-Angptl4,NC_000083.7,-,7,0.394407248511053,0.880208960210821,0.999999999999657
gene-Zfp39,NC_000077.7,-,5,0.294583394444198,0.880308034069246,0.999999999999657
gene-Gldc,NC_000085.7,-,25,0.664813994412847,0.880410158356278,0.999999999999657
gene-Kcnab2,NC_000070.7,-,16,0.58679007760753,0.880490399492703,0.999999999999657
gene-Mrpl40,NC_000082.7,-,5,0.293586824659141,0.880492005657777,0.999999999999657
gene-Mrpl20,NC_000070.7,+,4,0.221653844156826,0.880919324822994,0.999999999999657
gene-Rit1,NC_000069.7,+,6,0.349169964996725,0.880920837468418,0.999999999999657
gene-Jpt1,NC_000077.7,-,5,0.293607520953408,0.880945310723784,0.999999999999657
gene-Eaf1,NC_000080.7,+,6,0.348895325881546,0.881097084940739,0.999999999999657
gene-Fahd2a,NC_000068.8,-,9,0.459196740865363,0.881137778242902,0.999999999999657
gene-Lhx8,NC_000069.7,-,9,0.457312327118537,0.881398227513467,0.999999999999657
gene-Ttc12,NC_000075.7,-,2,0.0224408264115749,0.881689630555108,0.999999999999657
gene-Pacrgl,NC_000071.7,+,9,0.458270510538168,0.881751107829403,0.999999999999657
gene-Edem2,NC_000068.8,-,13,0.543001208975476,0.881789862293094,0.999999999999657
gene-Clmn,NC_000078.7,-,3,0.126108292433805,0.881842338284286,0.999999999999657
gene-Ccl25,NC_000074.7,+,10,0.483719639060079,0.881932401488987,0.999999999999657
gene-Ndufa12,NC_000076.7,+,4,0.219962330566641,0.881946059663603,0.999999999999657
gene-Aldh7a1,NC_000084.7,-,22,0.642218924153457,0.881964449968955,0.999999999999657
gene-Fbxw4,NC_000085.7,-,13,0.542737199804124,0.881978437662114,0.999999999999657
gene-Trappc6a,NC_000073.7,+,8,0.427695949598621,0.882009341672123,0.999999999999657
gene-Oard1,NC_000083.7,+,11,0.505871007017311,0.882009841585724,0.999999999999657
gene-Egln3,NC_000078.7,-,5,0.291935042596736,0.882035597472041,0.999999999999657
gene-Prps2,NC_000086.8,-,7,0.391504731155854,0.882049958684722,0.999999999999657
gene-Fabp5,NC_000069.7,+,5,0.291816989815854,0.882112464881711,0.999999999999657
gene-Ooep,NC_000075.7,-,3,0.125749105594282,0.882148532475078,0.999999999999657
gene-Mir3072,NC_000078.7,+,5,0.291585256898568,0.882263317456909,0.999999999999657
gene-Mob2,NC_000073.7,-,7,0.391053506615942,0.882366907718726,0.999999999999657
gene-Psma5,NC_000069.7,+,9,0.457147203475741,0.882422035077103,0.999999999999657
gene-Ing2,NC_000074.7,-,2,0.0221020753443954,0.882579215950031,0.999999999999657
gene-Rpia,NC_000072.7,-,9,0.456985859474014,0.882599575004561,0.999999999999657
gene-Trhde,NC_000076.7,-,15,0.571067028478424,0.882751095699559,0.999999999999657
gene-Rpp38,NC_000068.8,-,3,0.125055652878336,0.882768564907971,0.999999999999657
gene-Gm31370,NC_000081.7,-,2,0.0221054337753093,0.882780398133217,0.999999999999657
gene-Mir705,NC_000072.7,-,3,0.124996894836174,0.882804031339283,0.999999999999657
gene-Commd9,NC_000068.8,+,6,0.346215571065219,0.88281252614367,0.999999999999657
gene-Pdk2,NC_000077.7,-,11,0.504451361764678,0.882982601605753,0.999999999999657
gene-Rps19bp1,NC_000081.7,-,4,0.218645521214161,0.882996090410584,0.999999999999657
gene-5730409E04Rik,NC_000070.7,+,3,0.124741060416927,0.883028668913164,0.999999999999657
gene-Rnf11,NC_000070.7,-,3,0.12472400204578,0.883043649282757,0.999999999999657
gene-Gpc2,NC_000071.7,-,20,0.624426511044865,0.883116750353889,0.999999999999657
gene-Cib2,NC_000075.7,-,7,0.389873817443522,0.883122620469273,0.999999999999657
gene-Mir5114,NC_000085.7,+,2,0.021868452116652,0.883196796302851,0.999999999999657
gene-Abcc10,NC_000083.7,-,23,0.647951443803482,0.883347279835395,0.999999999999657
gene-Otud7b,NC_000069.7,+,16,0.582989987106603,0.883360446278785,0.999999999999657
gene-Lysmd4,NC_000073.7,+,9,0.455723152518893,0.883431046068113,0.999999999999657
gene-Mir3063,NC_000077.7,-,5,0.289466847506149,0.883640182493061,0.999999999999657
gene-Mrps11,NC_000073.7,+,8,0.425137174672881,0.883667850394967,0.999999999999657
gene-Psmc1,NC_000078.7,+,11,0.503383283089422,0.883712031939869,0.999999999999657
gene-Stard5,NC_000073.7,+,6,0.344670275450168,0.883797791027362,0.999999999999657
gene-Tymp,NC_000081.7,-,4,0.21738761754819,0.883892567123283,0.999999999999657
gene-Zkscan14,NC_000071.7,-,3,0.123637860594637,0.88399802675658,0.999999999999657
gene-Ankrd23,NC_000067.7,-,11,0.502615295255632,0.884198978046772,0.999999999999657
gene-C130026L21Rik,NC_000071.7,+,3,0.123114287153123,0.884458468217755,0.999999999999657
gene-Adamts5,NC_000082.7,-,4,0.216371969354513,0.884524187318555,0.999999999999657
gene-Gsx2,NC_000071.7,+,2,0.0213594418914135,0.884554145171482,0.999999999999657
gene-Eif3k,NC_000073.7,-,10,0.479575137476463,0.88470905161241,0.999999999999657
gene-Rabepk,NC_000068.8,-,13,0.538832877873748,0.884750194124635,0.999999999999657
gene-Dnaja3,NC_000082.7,+,12,0.521383653677443,0.884800729433993,0.999999999999657
gene-Zmynd10,NC_000075.7,+,7,0.386837744545877,0.885032100619688,0.999999999999657
gene-Txndc17,NC_000077.7,+,4,0.215257672409832,0.885373543605293,0.999999999999657
gene-Gm20754,NC_000069.7,+,2,0.021007932732045,0.885501166594148,0.999999999999657
gene-Akr1b10,NC_000072.7,+,3,0.121765885607606,0.885645434256826,0.999999999999657
gene-Acad8,NC_000075.7,-,17,0.591528630521958,0.885685163261206,0.999999999999657
gene-Mir5116,NC_000086.8,-,3,0.121714247277881,0.8856909233184,0.999999999999657
gene-C2cd4c,NC_000076.7,-,3,0.121903816165895,0.885694821287159,0.999999999999657
gene-Coq7,NC_000073.7,-,6,0.341611046237278,0.885741761890038,0.999999999999657
gene-Cdc7,NC_000071.7,+,13,0.537140197811902,0.885799481854628,0.999999999999657
gene-Med31,NC_000077.7,-,4,0.214431417751111,0.885947411844409,0.999999999999657
gene-Txnl1,NC_000084.7,-,11,0.500022869386364,0.885993284972854,0.999999999999657
gene-Ndufa9,NC_000072.7,-,11,0.499967995192923,0.886030363652809,0.999999999999657
gene-5031434O11Rik,NC_000069.7,+,6,0.341118557948948,0.886053673025565,0.999999999999657
gene-Mrpl2,NC_000083.7,+,8,0.421041361976849,0.886303194463685,0.999999999999657
gene-Mir1892,NC_000078.7,-,3,0.12094253766045,0.886371025902908,0.999999999999657
gene-Cdc25b,NC_000068.8,+,17,0.59059379361994,0.886390655067122,0.999999999999657
gene-Ccdc93,NC_000067.7,+,25,0.657721147117738,0.88653072488595,0.999999999999657
gene-Serf2,NC_000068.8,+,5,0.284829414590941,0.88664040948245,0.999999999999657
gene-Tfap2d,NC_000067.7,+,7,0.383997042681062,0.886860896009783,0.999999999999657
gene-Dmap1,NC_000070.7,-,12,0.518139645415867,0.887035975864161,0.999999999999657
gene-Mia2,NC_000078.7,+,24,0.650260151787589,0.887259903374622,0.999999999999657
gene-Pdgfb,NC_000081.7,-,8,0.418640045946248,0.887837011687281,0.999999999999657
gene-Ror2,NC_000079.7,-,6,0.338189575871198,0.887903066073729,0.999999999999657
gene-Nxt2,NC_000086.8,+,5,0.282740843738547,0.887985268473237,0.999999999999657
gene-Fis1,NC_000071.7,+,6,0.337983172727919,0.888033024802277,0.999999999999657
gene-Cops6,NC_000071.7,+,10,0.474452419363253,0.888100409114954,0.999999999999657
gene-Eif2s2,NC_000068.8,-,9,0.448519727103593,0.888126381257427,0.999999999999657
gene-Gm35002,NC_000077.7,+,2,0.0202822557080812,0.888158104436869,0.999999999999657
gene-Phkb,NC_000074.7,+,34,0.701933457733717,0.888174083901651,0.999999999999657
gene-Vps54,NC_000077.7,+,26,0.661869299261043,0.888307419046781,0.999999999999657
gene-Tmem126b,NC_000073.7,-,5,0.282061692323754,0.888367578481349,0.999999999999657
gene-Atp5f1e,NC_000068.8,-,3,0.118381719090785,0.888631768633669,0.999999999999657
gene-Car12,NC_000075.7,+,7,0.378349887025559,0.888699058024427,0.999999999999657
gene-Tpmt,NC_000079.7,-,9,0.447224963774707,0.888961575872013,0.999999999999657
gene-Mrps18c,NC_000071.7,+,6,0.336469807501849,0.888984406573558,0.999999999999657
gene-Rnf213,NC_000077.7,+,8,0.416809136352862,0.889000841565936,0.999999999999657
gene-Myb,NC_000076.7,-,15,0.562437554134599,0.88907758745066,0.999999999999657
gene-Ass1,NC_000068.8,+,11,0.495221106269737,0.889216614926953,0.999999999999657
gene-Slc22a4,NC_000077.7,-,4,0.209585887444282,0.889305418260691,0.999999999999657
gene-Rps28,NC_000083.7,-,5,0.279322636164924,0.889423197236282,0.999999999999657
gene-Stmn2,NC_000069.7,+,5,0.280498537152142,0.889424627939104,0.999999999999657
gene-Tmem86b,NC_000073.7,-,7,0.379730828195467,0.889546655057695,0.999999999999657
gene-Xylt2,NC_000077.7,-,15,0.561725256066073,0.889588789489216,0.999999999999657
gene-Bex4,NC_000086.8,+,5,0.280190220247482,0.889622171907917,0.999999999999657
gene-1110038F14Rik,NC_000081.7,+,7,0.379555550076073,0.889656488068304,0.999999999999657
gene-Rpl5,NC_000071.7,+,10,0.471963387737241,0.889731779196557,0.999999999999657
gene-Thap2,NC_000076.7,-,3,0.117088941754137,0.889775345246113,0.999999999999657
gene-Ccnl2,NC_000070.7,+,21,0.62445507346605,0.889786100190954,0.999999999999657
gene-Wnt4,NC_000070.7,+,4,0.208877896166071,0.889794972966293,0.999999999999657
gene-Pdcd2l,NC_000073.7,-,11,0.494225735895426,0.889879382021838,0.999999999999657
gene-Spsb1,NC_000070.7,-,2,0.0193879802058083,0.889973937873734,0.999999999999657
gene-Dennd6a,NC_000080.7,+,23,0.639847601937694,0.890042799655803,0.999999999999657
gene-Unc45b,NC_000077.7,+,2,0.0193287263055396,0.890143495183203,0.999999999999657
gene-Stat5b,NC_000077.7,-,19,0.606236965767339,0.890221377071856,0.999999999999657
gene-Pphln1,NC_000081.7,+,9,0.445232363121951,0.890241638835857,0.999999999999657
gene-Zfp94,NC_000073.7,-,6,0.334461771769602,0.890242698911386,0.999999999999657
gene-Itgb3bp,NC_000070.7,-,9,0.445203706540355,0.890260001236019,0.999999999999657
gene-E130006D01Rik,NC_000071.7,-,6,0.334184927115582,0.890415811516203,0.999999999999657
gene-Slit3,NC_000077.7,+,36,0.707477970317097,0.890421378893828,0.999999999999657
gene-Cwf19l2,NC_000075.7,+,18,0.595979891842945,0.890436408429674,0.999999999999657
gene-Mir678,NC_000076.7,-,3,0.115996127550339,0.890743235328295,0.999999999999657
gene-Mix23,NC_000082.7,+,5,0.278249133645353,0.890863795715738,0.999999999999657
gene-Decr1,NC_000070.7,-,10,0.469865742736431,0.891098200911016,0.999999999999657
gene-Sh3yl1,NC_000078.7,+,11,0.492347465784319,0.891124935238133,0.999999999999657
gene-Mir1903,NC_000074.7,+,3,0.115491320604454,0.8911907068971,0.999999999999657
gene-Tmem237,NC_000067.7,-,14,0.545134003606735,0.891304756094571,0.999999999999657
gene-Mrpl11,NC_000085.7,+,6,0.332498982832914,0.891468113718096,0.999999999999657
gene-Igdcc3,NC_000075.7,+,14,0.544703614602433,0.891605138972219,0.999999999999657
gene-Ilkap,NC_000067.7,-,19,0.604373230995405,0.891641377045503,0.999999999999657
gene-Synj2,NC_000083.7,+,2,0.0187974754791901,0.891651536621074,0.999999999999657
gene-Dnal4,NC_000081.7,-,5,0.277008866416398,0.891655257078357,0.999999999999657
gene-C1qtnf2,NC_000077.7,+,2,0.0188258046425174,0.891719565116882,0.999999999999657
gene-Stxbp2,NC_000074.7,+,22,0.62996354316839,0.891780877302783,0.999999999999657
gene-Spr,NC_000072.7,-,3,0.114822183344913,0.891784206182617,0.999999999999657
gene-Cmc2,NC_000074.7,-,4,0.205982024113533,0.891794377431232,0.999999999999657
gene-Fkbp15,NC_000070.7,-,33,0.693655789852886,0.89191705421841,0.999999999999657
gene-Prox2os,NC_000078.7,+,2,0.0187042187180818,0.891918918438993,0.999999999999657
gene-Lemd1,NC_000067.7,+,6,0.33175556079133,0.891931071793008,0.999999999999657
gene-Ccdc166,NC_000081.7,-,3,0.114629939285338,0.891954795665152,0.999999999999657
gene-Ublcp1,NC_000077.7,-,12,0.510673968306383,0.892100124661371,0.999999999999657
gene-Slc1a6,NC_000076.7,+,10,0.468278977943165,0.892124709991318,0.999999999999657
gene-Gas2,NC_000073.7,+,14,0.543918465331571,0.892152031727894,0.999999999999657
gene-Mycbp,NC_000070.7,+,5,0.276174705498384,0.892186734150894,0.999999999999657
gene-Eny2,NC_000081.7,+,6,0.331304441389672,0.892211684385101,0.999999999999657
gene-Czib,NC_000070.7,+,10,0.467603308505879,0.892280912439753,0.999999999999657
gene-Hrh3,NC_000068.8,-,5,0.275996034531764,0.892300485001536,0.999999999999657
gene-Lime1,NC_000068.8,+,5,0.275663835205082,0.892313623301918,0.999999999999657
gene-Rasgef1b,NC_000071.7,-,15,0.557824717891254,0.892329765367956,0.999999999999657
gene-Mrpl33,NC_000071.7,+,4,0.205004907091988,0.89246789994994,0.999999999999657
gene-Sdhb,NC_000070.7,+,9,0.441706674013197,0.892490782470957,0.999999999999657
gene-Tmem167,NC_000079.7,+,4,0.204765504334841,0.892632832229457,0.999999999999657
gene-Brca1,NC_000077.7,-,16,0.570289330565278,0.892692010065798,0.999999999999657
gene-Dusp10,NC_000067.7,+,3,0.113392369966336,0.893053779967804,0.999999999999657
gene-Tgfbr3l,NC_000074.7,+,8,0.410312232590643,0.893090686984397,0.999999999999657
gene-Asb3,NC_000077.7,+,12,0.509163677628541,0.893110886419952,0.999999999999657
gene-Asf1b,NC_000074.7,+,4,0.203968801599769,0.893181457734634,0.999999999999657
gene-Psmb2,NC_000070.7,+,6,0.329492387056024,0.893336421502857,0.999999999999657
gene-Fiz1,NC_000073.7,-,4,0.203704382785985,0.893339884483391,0.999999999999657
gene-Slc25a26,NC_000072.7,+,12,0.508817661129342,0.893341803509823,0.999999999999657
gene-Arsa,NC_000081.7,-,8,0.40985818992041,0.893374153983954,0.999999999999657
gene-Zfp870,NC_000083.7,-,4,0.203668168549269,0.893388379736713,0.999999999999657
gene-Lsm4,NC_000074.7,+,5,0.273881238498861,0.893644506677073,0.999999999999657
gene-Polr2d,NC_000084.7,+,4,0.203186396579159,0.893719862441023,0.999999999999657
gene-Snrpc,NC_000083.7,+,6,0.328200102617539,0.893805439797462,0.999999999999657
gene-Tango6,NC_000074.7,+,16,0.568633155295927,0.893878900991966,0.999999999999657
gene-Ccdc86,NC_000085.7,-,4,0.202588686646384,0.894130918197992,0.999999999999657
gene-Wdr41,NC_000079.7,+,17,0.580089453941125,0.894159692081313,0.999999999999657
gene-Dbp,NC_000073.7,+,4,0.202472473448913,0.894210814500976,0.999999999999657
gene-Mir8104,NC_000076.7,+,3,0.112033642027771,0.894261984005474,0.999999999999657
gene-Repin1,NC_000072.7,+,5,0.272859282150018,0.894292419354135,0.999999999999657
gene-Nts,NC_000076.7,-,5,0.271171568950174,0.894523492917737,0.999999999999657
gene-Rtf1,NC_000068.8,+,19,0.600360697204966,0.894664382635778,0.999999999999657
gene-Hcfc1r1,NC_000083.7,+,8,0.406758494360258,0.895024148228835,0.999999999999657
gene-Mir3101,NC_000073.7,-,5,0.271565605980611,0.895061518332228,0.999999999999657
gene-Garnl3,NC_000068.8,-,36,0.702489893251343,0.895086410783622,0.999999999999657
gene-Chchd6,NC_000072.7,-,8,0.407037612739018,0.89512811404122,0.999999999999657
gene-Eif5a,NC_000077.7,-,13,0.523640206561519,0.895227608677114,0.999999999999657
gene-Zfp444,NC_000073.7,+,9,0.437162276129899,0.895239047364306,0.999999999999657
gene-Id2,NC_000078.7,-,3,0.110931471594003,0.895303283337429,0.999999999999657
gene-Fam136a,NC_000072.7,+,3,0.110827919579535,0.895335562439078,0.999999999999657
gene-Asrgl1,NC_000085.7,-,7,0.370235954453484,0.895437003907085,0.999999999999657
gene-Mcoln1,NC_000074.7,+,16,0.566125359224089,0.895662805296431,0.999999999999657
gene-Atf4,NC_000081.7,+,4,0.200356228465558,0.895664253995743,0.999999999999657
gene-Syce2,NC_000074.7,+,7,0.36943363906863,0.895929117401805,0.999999999999657
gene-B230303A05Rik,NC_000079.7,-,2,0.0173262555831458,0.895951873935829,0.999999999999657
gene-Apip,NC_000068.8,+,8,0.405693251148096,0.895959844822535,0.999999999999657
gene-Rpl38,NC_000077.7,+,8,0.405078807464066,0.896034060086235,0.999999999999657
gene-Lrrc73,NC_000083.7,+,8,0.405564167446871,0.896039561234667,0.999999999999657
gene-Snhg5,NC_000075.7,-,5,0.270000051059903,0.896099626149415,0.999999999999657
gene-Map2k5,NC_000075.7,-,23,0.632181710813759,0.896173084417001,0.999999999999657
gene-Antxr1,NC_000072.7,-,17,0.577289725195348,0.89618088878776,0.999999999999657
gene-Eif2b1,NC_000071.7,-,10,0.461882564209292,0.896227160741368,0.999999999999657
gene-Gfap,NC_000077.7,-,9,0.435449428555741,0.896233860921967,0.999999999999657
gene-Vkorc1,NC_000073.7,-,4,0.198973208733864,0.896548983187796,0.999999999999657
gene-Arl2,NC_000085.7,-,5,0.26928255515942,0.896551835808933,0.999999999999657
gene-Smn1,NC_000079.7,+,11,0.483875097407223,0.896659705055748,0.999999999999657
gene-Gm2974,NC_000080.7,-,5,0.269093255562302,0.896671056849094,0.999999999999657
gene-Smim30,NC_000072.7,-,3,0.109209376868863,0.896778833644633,0.999999999999657
gene-Mri1,NC_000074.7,-,5,0.268897615546134,0.896794232778237,0.999999999999657
gene-Pole2,NC_000078.7,-,15,0.551435589010145,0.896837160013303,0.999999999999657
gene-Cpxm2,NC_000073.7,-,4,0.198457320194277,0.896962494060688,0.999999999999657
gene-Rps24,NC_000080.7,+,18,0.587121574405435,0.896984881720486,0.999999999999657
gene-Ormdl1,NC_000067.7,+,4,0.198384549386183,0.897015846355394,0.999999999999657
gene-Rpl32,NC_000072.7,-,4,0.198355015846469,0.897036072605179,0.999999999999657
gene-Tomm40,NC_000073.7,-,12,0.503012469080614,0.8970472215507,0.999999999999657
gene-Fntb,NC_000078.7,+,14,0.536660806227964,0.897140311948819,0.999999999999657
gene-Them4,NC_000069.7,+,9,0.434280479610934,0.897161250241479,0.999999999999657
gene-Ift52,NC_000068.8,+,13,0.520669646399334,0.897217895392213,0.999999999999657
gene-Spg21,NC_000075.7,+,12,0.502900139136343,0.897252915716353,0.999999999999657
gene-Pde6d,NC_000067.7,-,5,0.267270620811744,0.89727831087213,0.999999999999657
gene-Mpi,NC_000075.7,-,11,0.482835462572574,0.897329351114498,0.999999999999657
gene-Ciao2b,NC_000074.7,-,5,0.26798695828777,0.897367073088537,0.999999999999657
gene-Mre11a,NC_000075.7,+,20,0.605927982317177,0.897502048678045,0.999999999999657
gene-Pisd-ps3,NT_187064.1,-,7,0.365038333050728,0.897645229616847,0.999999999999657
gene-Mir7238,NC_000074.7,-,3,0.108193848660715,0.897685630875866,0.999999999999657
gene-Dhtkd1,NC_000068.8,-,24,0.637437068967381,0.897689342811835,0.999999999999657
gene-Sirt6,NC_000076.7,-,15,0.550125124742238,0.89774183971054,0.999999999999657
gene-Hba-a2,NC_000077.7,+,2,0.0166762137617559,0.89791104449486,0.999999999999657
gene-Phactr3,NC_000068.8,+,14,0.535517503632763,0.897915021928721,0.999999999999657
gene-Uck1,NC_000068.8,-,9,0.43254687737325,0.898238301766718,0.999999999999657
gene-Tfdp2,NC_000075.7,+,12,0.501353222775632,0.898263421028906,0.999999999999657
gene-Zscan22,NC_000073.7,+,3,0.107513120726636,0.898294010381644,0.999999999999657
gene-Alkbh2,NC_000071.7,-,8,0.401395804669412,0.898352743881549,0.999999999999657
gene-Psmd7,NC_000074.7,-,7,0.365289500726809,0.898456767337152,0.999999999999657
gene-Abcg2,NC_000072.7,+,19,0.595221756915201,0.898467435131624,0.999999999999657
gene-Dhdds,NC_000070.7,-,11,0.480958175571931,0.898533220776607,0.999999999999657
gene-LTO1,NC_000073.7,+,8,0.401289507876504,0.898664934571713,0.999999999999657
gene-Parvb,NC_000081.7,+,13,0.518481699776569,0.89867144389113,0.999999999999657
gene-Fdx1,NC_000075.7,-,5,0.265840103480113,0.898702165552083,0.999999999999657
gene-Scn1b,NC_000073.7,-,5,0.265349098108405,0.89878918978335,0.999999999999657
gene-Taf6l,NC_000085.7,-,13,0.518285796524496,0.898801076643164,0.999999999999657
gene-Abhd12,NC_000068.8,-,14,0.534123621389803,0.898855414378266,0.999999999999657
gene-Mir6970,NC_000083.7,-,4,0.195440896067568,0.899029001054858,0.999999999999657
gene-Prtn3,NC_000076.7,+,4,0.195402802588289,0.899055015175743,0.999999999999657
gene-Nusap1,NC_000068.8,+,12,0.499706813660652,0.899333458398421,0.999999999999657
gene-Gpr137,NC_000085.7,-,19,0.593855489130827,0.899465510111305,0.999999999999657
gene-Zfp112,NC_000073.7,+,3,0.106088142882312,0.899568934669083,0.999999999999657
gene-Myg1,NC_000081.7,+,9,0.430372249242677,0.899582183543266,0.999999999999657
gene-Cisd1,NC_000076.7,-,3,0.106053794372568,0.899599689512224,0.999999999999657
gene-Zfp637,NC_000072.7,+,7,0.363083057612092,0.899792731877378,0.999999999999657
gene-Ppcs,NC_000070.7,-,4,0.194176246613923,0.899892106707209,0.999999999999657
gene-Alkbh4,NC_000071.7,+,5,0.263785803700227,0.899998678974754,0.999999999999657
gene-Fam228b,NC_000078.7,-,8,0.398897294432791,0.900102102755397,0.999999999999657
gene-Pierce2,NC_000075.7,-,3,0.105442032254601,0.900147630815592,0.999999999999657
gene-Tmem276,NC_000081.7,-,8,0.398682559032565,0.9002521471081,0.999999999999657
gene-Sdhd,NC_000075.7,-,4,0.193562649381833,0.900310484368004,0.999999999999657
gene-Oaz1,NC_000076.7,+,6,0.316789510575458,0.900441825215138,0.999999999999657
gene-Zfp746,NC_000072.7,-,8,0.398152199843403,0.900573750332759,0.999999999999657
gene-Crb1,NC_000067.7,-,5,0.262696576402026,0.900677953805587,0.999999999999657
gene-Fkbp8,NC_000074.7,+,16,0.558167915901972,0.900991456325774,0.999999999999657
gene-Pex11a,NC_000073.7,-,4,0.192449819834389,0.901068596026249,0.999999999999657
gene-Edf1,NC_000068.8,+,5,0.261686773153683,0.901306571573647,0.999999999999657
gene-Tarbp2,NC_000081.7,+,25,0.639616012162445,0.901333079834818,0.999999999999657
gene-Eif4ebp3,NC_000084.7,+,3,0.103944652033191,0.901490271043726,0.999999999999657
gene-Enkur,NC_000068.8,-,4,0.191536172422751,0.901664549918346,0.999999999999657
gene-Ccdc85b,NC_000085.7,-,3,0.10389198990663,0.901667384731594,0.999999999999657
gene-Chic2,NC_000071.7,-,6,0.315809507996637,0.901700441410468,0.999999999999657
gene-Casp8ap2,NC_000070.7,+,11,0.475955729336944,0.90170753292559,0.999999999999657
gene-Rpl13a,NC_000073.7,-,8,0.395961496492201,0.901897479477614,0.999999999999657
gene-Cyp2u1,NC_000069.7,-,6,0.315231862253268,0.902048397530926,0.999999999999657
gene-Trp53i13,NC_000077.7,-,10,0.452472280378365,0.902125203440395,0.999999999999657
gene-Mir207,NC_000070.7,+,3,0.103192391000202,0.902165582161141,0.999999999999657
gene-Tgfb2,NC_000067.7,-,8,0.395330374163375,0.902277428895965,0.999999999999657
gene-Ankra2,NC_000079.7,+,12,0.495065451397318,0.90231949655221,0.999999999999657
gene-Homer3,NC_000074.7,+,16,0.556523860379701,0.902343531253649,0.999999999999657
gene-Etv1,NC_000078.7,+,15,0.543352225735811,0.902350304587171,0.999999999999657
gene-Zfp867,NC_000077.7,-,7,0.358724351244535,0.902411512386031,0.999999999999657
gene-Kdelr2,NC_000071.7,+,5,0.25988554784449,0.902425148610081,0.999999999999657
gene-Psmb3,NC_000077.7,+,6,0.313925386815163,0.90275878196083,0.999999999999657
gene-Pex10,NC_000070.7,+,6,0.314009450304731,0.902783331414729,0.999999999999657
gene-Zfp975,NC_000073.7,-,3,0.102440088042703,0.902841459269242,0.999999999999657
gene-Rims4,NC_000068.8,-,7,0.357835308184954,0.902942314041098,0.999999999999657
gene-Fam20c,NC_000071.7,+,11,0.473962132239465,0.902958834531399,0.999999999999657
gene-Nbdy,NC_000086.8,+,4,0.189603386735049,0.903003748838421,0.999999999999657
gene-Gusb,NC_000071.7,-,13,0.511657014221285,0.903137335667434,0.999999999999657
gene-Gart,NC_000082.7,-,25,0.637293718652864,0.903145460129563,0.999999999999657
gene-Rmi1,NC_000079.7,+,8,0.393883613017792,0.903146027314722,0.999999999999657
gene-Tsen34,NC_000073.7,+,24,0.629659171765159,0.903179632315294,0.999999999999657
gene-Snhg4,NC_000084.7,+,5,0.258626874235035,0.903182133012651,0.999999999999657
gene-Lrrc27,NC_000073.7,+,6,0.313309887106254,0.903203055286486,0.999999999999657
gene-Map4k2,NC_000085.7,+,39,0.703890663970939,0.903340026977817,0.999999999999657
gene-Snrpn,NC_000073.7,-,23,0.622819339008987,0.903388925646451,0.999999999999657
gene-Hdhd2,NC_000084.7,+,11,0.473094099686527,0.90350120215208,0.999999999999657
gene-Tmem240,NC_000070.7,+,8,0.393234246977511,0.903534807700854,0.999999999999657
gene-Mtarc2,NC_000067.7,-,9,0.423142517647239,0.903778159957157,0.999999999999657
gene-Pcgf5,NC_000085.7,+,7,0.356365131719985,0.903791404309242,0.999999999999657
gene-5530601H04Rik,NC_000086.8,-,5,0.257620364571831,0.9038222395086,0.999999999999657
gene-Pex14,NC_000070.7,-,9,0.423306323145283,0.903893113697778,0.999999999999657
gene-Cox6b1,NC_000073.7,-,4,0.188169179965557,0.903915436982105,0.999999999999657
gene-Ndufa11,NC_000083.7,+,4,0.188240653858605,0.903928140951318,0.999999999999657
gene-Ccne1,NC_000073.7,-,10,0.449037404000647,0.90418826963589,0.999999999999657
gene-Mrpl51,NC_000072.7,+,3,0.100709811042619,0.904397966295009,0.999999999999657
gene-Ube2v1,NC_000068.8,-,4,0.187538402938726,0.904403971594903,0.999999999999657
gene-Dus3l,NC_000083.7,+,15,0.540109572915168,0.904516569528449,0.999999999999657
gene-Rps3a1,NC_000069.7,-,6,0.311079886649968,0.904536780255214,0.999999999999657
gene-Spsb4,NC_000075.7,-,3,0.100388786788263,0.904687058468267,0.999999999999657
gene-Ramp1,NC_000067.7,+,4,0.186967269301215,0.904742817199812,0.999999999999657
gene-Mapkapk2,NC_000067.7,-,10,0.447963993979417,0.904893061731126,0.999999999999657
gene-Zfp963,NC_000074.7,-,4,0.186511650439711,0.905099018358477,0.999999999999657
gene-Mir374b,NC_000086.8,-,5,0.2555403499015,0.905109016278435,0.999999999999657
gene-Synpo2,NC_000069.7,-,2,0.0143863460341092,0.90514180319889,0.999999999999657
gene-4732471J01Rik,NC_000073.7,+,5,0.255407864185273,0.905190520349146,0.999999999999657
gene-Elof1,NC_000075.7,-,9,0.421110586489005,0.9052151979206,0.999999999999657
gene-Nudt18,NC_000080.7,+,5,0.255070255388736,0.905398125840327,0.999999999999657
gene-Inpp4b,NC_000074.7,+,3,0.0995811131410682,0.905414820230083,0.999999999999657
gene-Hdac7,NC_000081.7,-,35,0.686804643074796,0.905482533147721,0.999999999999657
gene-D630003M21Rik,NC_000068.8,-,13,0.5079378442665,0.905527318895269,0.999999999999657
gene-Ccdc124,NC_000074.7,-,9,0.420564946726933,0.905542433416246,0.999999999999657
gene-Arpc4,NC_000072.7,+,6,0.308343731981943,0.905626125759296,0.999999999999657
gene-Gm36195,NC_000082.7,+,2,0.0142307775841911,0.905653574184919,0.999999999999657
